Customer ID;Count;Quarter;Referred a Friend;Number of Referrals;Tenure in Months;Offer;Phone Service;Avg Monthly Long Distance Charges;Multiple Lines;Internet Service;Internet Type;Avg Monthly GB Download;Online Security;Online Backup;Device Protection Plan;Premium Tech Support;Streaming TV;Streaming Movies;Streaming Music;Unlimited Data;Contract;Paperless Billing;Payment Method;Monthly Charge;Total Charges;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue
4367-NUYAO;1;Q3;Yes;5;10;None;Yes;£22,83;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£25,75;£257,50;£0,00;£0,00;£228,30;£485,80
9170-ARBTB;1;Q3;No;0;52;None;Yes;£8,25;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;£19,60;£1.012,40;£46,07;£0,00;£429,00;£1.395,33
7241-AJHFS;1;Q3;No;0;32;None;Yes;£6,20;Yes;Yes;Fiber Optic;25;Yes;No;No;Yes;No;No;No;No;Month-to-Month;No;Bank Withdrawal;£87,65;£2.766,40;£47,87;£150,00;£198,40;£3.066,93
4546-FOKWR;1;Q3;No;0;16;None;Yes;£13,04;Yes;Yes;Fiber Optic;16;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;£74,75;£1.129,35;£39,99;£0,00;£208,64;£1.298,00
5832-TRLPB;1;Q3;No;0;29;None;Yes;£3,69;No;Yes;Cable;27;No;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£75,35;£2.243,90;£2,24;£0,00;£107,01;£2.348,67
1338-CECEE;1;Q3;Yes;4;41;None;Yes;£13,58;Yes;Yes;DSL;51;No;Yes;Yes;No;Yes;No;No;Yes;One Year;No;Bank Withdrawal;£68,50;£2.839,95;£38,37;£0,00;£556,78;£3.358,36
9578-FOMUK;1;Q3;No;0;15;None;Yes;£32,54;Yes;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;£24,80;£324,15;£12,80;£0,00;£488,10;£799,45
4159-NAAIX;1;Q3;No;0;63;None;Yes;£37,76;Yes;Yes;Fiber Optic;48;No;Yes;No;No;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£97,45;£6.253,00;£0,00;£0,00;£2.378,88;£8.631,88
1047-NNCBF;1;Q3;No;0;20;None;Yes;£3,80;No;Yes;Fiber Optic;26;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£70,55;£1.493,55;£17,60;£0,00;£76,00;£1.551,95
5859-HZYLF;1;Q3;Yes;9;26;None;Yes;£43,84;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;£19,15;£515,75;£0,00;£0,00;£1.139,84;£1.655,59
3156-QLHBO;1;Q3;No;0;2;None;Yes;£21,18;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,25;£48,35;£0,00;£0,00;£42,36;£90,71
6621-NRZAK;1;Q3;Yes;7;63;Offer B;Yes;£46,90;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£20,00;£1.209,25;£0,00;£0,00;£2.954,70;£4.163,95
0831-JNISG;1;Q3;Yes;9;71;Offer A;Yes;£23,34;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£19,80;£1.396,25;£0,00;£0,00;£1.657,14;£3.053,39
2446-ZKVAF;1;Q3;Yes;5;18;None;Yes;£1,28;Yes;Yes;DSL;30;No;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Credit Card;£56,80;£1.074,65;£0,00;£0,00;£23,04;£1.097,69
0621-CXBKL;1;Q3;No;0;53;Offer B;Yes;£10,32;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Mailed Check;£18,70;£1.005,70;£0,00;£0,00;£546,96;£1.552,66
9359-UGBTK;1;Q3;No;0;67;None;Yes;£5,39;No;Yes;Cable;9;Yes;No;Yes;Yes;No;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£72,35;£4.991,50;£0,00;£0,00;£361,13;£5.352,63
4189-NAKJS;1;Q3;No;0;26;Offer C;Yes;£24,67;Yes;Yes;Cable;59;No;No;No;No;No;No;No;Yes;One Year;Yes;Credit Card;£51,55;£1.295,40;£0,00;£0,00;£641,42;£1.936,82
0887-WBJVH;1;Q3;Yes;1;53;Offer B;Yes;£38,35;No;Yes;Fiber Optic;82;No;No;No;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£93,45;£4.872,20;£0,00;£0,00;£2.032,55;£6.904,75
3916-NRPAP;1;Q3;No;0;3;Offer E;Yes;£29,84;No;Yes;Fiber Optic;30;No;No;Yes;No;No;Yes;Yes;Yes;Month-to-Month;No;Credit Card;£85,70;£256,75;£0,00;£0,00;£89,52;£346,27
8944-AILEF;1;Q3;Yes;1;15;Offer D;Yes;£39,84;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;£19,45;£340,85;£0,00;£0,00;£597,60;£938,45
6980-IMXXE;1;Q3;Yes;5;69;None;Yes;£42,49;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£20,20;£1.412,65;£0,00;£0,00;£2.931,81;£4.344,46
0040-HALCW;1;Q3;Yes;3;54;None;Yes;£19,70;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£20,40;£1.090,60;£0,00;£0,00;£1.063,80;£2.154,40
9068-VPWQQ;1;Q3;Yes;10;61;None;Yes;£28,80;Yes;Yes;Cable;52;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Two Year;No;Credit Card;£75,35;£4.729,30;£0,00;£0,00;£1.756,80;£6.486,10
0178-SZBHO;1;Q3;Yes;7;47;None;Yes;£1,09;Yes;Yes;Fiber Optic;13;No;Yes;No;No;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£87,20;£4.017,45;£0,00;£0,00;£51,23;£4.068,68
5529-GIBVH;1;Q3;No;0;47;None;Yes;£3,49;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£20,15;£1.046,20;£0,00;£0,00;£164,03;£1.210,23
4741-WWJQZ;1;Q3;No;0;2;Offer E;Yes;£26,58;No;Yes;Fiber Optic;23;Yes;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£80,15;£194,55;£0,00;£0,00;£53,16;£247,71
6244-BESBM;1;Q3;Yes;6;69;None;Yes;£12,02;No;Yes;Fiber Optic;30;No;No;No;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£95,20;£6.671,70;£0,00;£0,00;£829,38;£7.501,08
4730-AWNAU;1;Q3;Yes;7;36;None;No;£0,00;No;Yes;DSL;24;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;No;Credit Card;£60,70;£2.234,55;£0,00;£0,00;£0,00;£2.234,55
6198-ZFIOJ;1;Q3;No;0;5;None;Yes;£19,30;Yes;Yes;Fiber Optic;25;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;£75,60;£402,50;£0,00;£10,00;£96,50;£509,00
5989-OMNJE;1;Q3;Yes;6;24;None;No;£0,00;No;Yes;DSL;27;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£57,60;£1.367,75;£0,00;£0,00;£0,00;£1.367,75
1291-CUOCY;1;Q3;Yes;7;72;None;Yes;£4,32;Yes;Yes;Fiber Optic;18;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£110,60;£7.962,20;£0,00;£0,00;£311,04;£8.273,24
1866-NXPSP;1;Q3;No;0;36;None;Yes;£32,00;No;Yes;Cable;23;Yes;Yes;Yes;Yes;No;Yes;Yes;No;One Year;Yes;Credit Card;£75,55;£2.680,15;£0,00;£100,00;£1.152,00;£3.932,15
8947-YRTDV;1;Q3;Yes;1;32;None;Yes;£43,37;No;Yes;Fiber Optic;76;Yes;Yes;Yes;No;No;Yes;Yes;No;One Year;No;Credit Card;£94,80;£3.131,55;£0,00;£40,00;£1.387,84;£4.559,39
3161-ONRWK;1;Q3;Yes;4;60;Offer B;Yes;£43,57;No;Yes;DSL;30;Yes;Yes;Yes;Yes;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£65,85;£3.928,30;£0,00;£0,00;£2.614,20;£6.542,50
0661-WCQNQ;1;Q3;Yes;8;22;Offer D;Yes;£7,68;No;Yes;DSL;7;Yes;No;No;Yes;No;No;No;No;One Year;Yes;Credit Card;£56,25;£1.292,20;£0,00;£100,00;£168,96;£1.561,16
7537-RBWEA;1;Q3;No;0;1;None;No;£0,00;No;Yes;Cable;52;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;£25,15;£25,15;£0,00;£0,00;£0,00;£25,15
3733-LSYCE;1;Q3;Yes;6;15;None;Yes;£30,09;No;Yes;Fiber Optic;71;No;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£75,35;£1.114,55;£0,00;£0,00;£451,35;£1.565,90
5469-NUJUR;1;Q3;No;0;19;None;Yes;£19,10;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;£19,95;£373,50;£0,00;£0,00;£362,90;£736,40
0196-JTUQI;1;Q3;No;0;9;None;Yes;£9,27;Yes;Yes;Fiber Optic;28;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;£75,20;£633,85;£0,00;£0,00;£83,43;£717,28
8999-YPYBV;1;Q3;Yes;3;45;Offer B;Yes;£30,80;No;Yes;Cable;3;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£84,35;£3.858,05;£0,00;£0,00;£1.386,00;£5.244,05
3071-MVJCD;1;Q3;Yes;10;72;Offer A;Yes;£48,44;Yes;Yes;Cable;15;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;No;Bank Withdrawal;£82,30;£5.815,15;£0,00;£0,00;£3.487,68;£9.302,83
0562-KBDVM;1;Q3;No;0;70;Offer A;No;£0,00;No;Yes;DSL;11;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£44,60;£3.058,15;£0,00;£0,00;£0,00;£3.058,15
9432-RUVSL;1;Q3;No;0;48;Offer B;Yes;£19,04;No;Yes;Fiber Optic;21;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£102,50;£4.904,25;£0,00;£0,00;£913,92;£5.818,17
9089-UOWJG;1;Q3;Yes;2;12;None;Yes;£7,97;No;Yes;DSL;52;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;£58,35;£740,55;£0,00;£0,00;£95,64;£836,19
2592-YKDIF;1;Q3;No;0;1;None;Yes;£44,09;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£20,35;£20,35;£0,00;£0,00;£44,09;£64,44
8714-CTZJW;1;Q3;No;0;4;Offer E;Yes;£19,84;No;Yes;Fiber Optic;73;No;No;Yes;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;£82,85;£319,60;£0,00;£0,00;£79,36;£398,96
1970-KKFWL;1;Q3;No;0;35;None;Yes;£6,52;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£23,30;£797,10;£0,00;£0,00;£228,20;£1.025,30
5223-UZAVK;1;Q3;No;0;64;Offer B;Yes;£9,95;No;Yes;Fiber Optic;2;Yes;Yes;No;No;Yes;Yes;Yes;Yes;One Year;Yes;Credit Card;£100,30;£6.603,80;£0,00;£0,00;£636,80;£7.240,60
4859-ZSRDZ;1;Q3;Yes;1;58;Offer B;No;£0,00;No;Yes;Cable;11;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£55,50;£3.166,90;£0,00;£0,00;£0,00;£3.166,90
9350-VLHMB;1;Q3;Yes;4;67;Offer A;Yes;£6,15;Yes;Yes;Fiber Optic;53;No;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£89,55;£6.373,10;£0,00;£0,00;£412,05;£6.785,15
8785-CJSHH;1;Q3;Yes;9;60;None;Yes;£34,48;Yes;Yes;Fiber Optic;51;No;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£99,80;£5.985,75;£0,00;£0,00;£2.068,80;£8.054,55
3870-SPZSI;1;Q3;Yes;4;70;Offer A;Yes;£33,25;Yes;Yes;Fiber Optic;15;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£113,05;£7.869,05;£0,00;£0,00;£2.327,50;£10.196,55
7560-QRBXH;1;Q3;No;0;48;None;Yes;£9,19;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Mailed Check;£19,95;£936,70;£0,00;£0,00;£441,12;£1.377,82
7677-SJJJK;1;Q3;Yes;5;8;Offer E;Yes;£48,39;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;£19,90;£153,95;£0,00;£0,00;£387,12;£541,07
1735-XMJVH;1;Q3;No;0;8;Offer E;Yes;£34,87;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Mailed Check;£19,35;£152,60;£0,00;£0,00;£278,96;£431,56
8681-ICONS;1;Q3;Yes;5;29;None;Yes;£24,64;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Mailed Check;£20,65;£654,85;£0,00;£0,00;£714,56;£1.369,41
1621-YNCJH;1;Q3;Yes;4;36;None;Yes;£19,24;Yes;Yes;Fiber Optic;18;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Two Year;Yes;Credit Card;£106,05;£3.834,40;£0,00;£50,00;£692,64;£4.577,04
3070-BDOQC;1;Q3;No;0;60;None;Yes;£16,81;No;Yes;Fiber Optic;21;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£99,65;£5.941,05;£0,00;£0,00;£1.008,60;£6.949,65
6979-TNDEU;1;Q3;No;0;8;None;Yes;£14,32;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,20;£156,85;£0,00;£0,00;£114,56;£271,41
9495-SKLKD;1;Q3;Yes;1;45;None;Yes;£22,31;Yes;Yes;Fiber Optic;19;No;Yes;Yes;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£95,95;£4.456,65;£0,00;£0,00;£1.003,95;£5.460,60
5067-DGXLL;1;Q3;No;0;2;None;Yes;£15,83;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£20,25;£36,80;£0,00;£0,00;£31,66;£68,46
8898-KASCD;1;Q3;No;0;39;None;No;£0,00;No;Yes;DSL;14;No;No;Yes;Yes;No;No;No;Yes;One Year;No;Credit Card;£35,55;£1.309,15;£0,00;£0,00;£0,00;£1.309,15
0743-HNPFG;1;Q3;Yes;2;51;None;Yes;£17,95;No;Yes;DSL;14;Yes;Yes;No;Yes;No;Yes;Yes;Yes;One Year;Yes;Credit Card;£69,75;£3.562,50;£0,00;£0,00;£915,45;£4.477,95
5035-PGZXH;1;Q3;No;0;56;None;Yes;£32,43;Yes;Yes;Fiber Optic;2;No;Yes;Yes;No;Yes;Yes;Yes;No;One Year;Yes;Bank Withdrawal;£106,80;£5.914,40;£0,00;£30,00;£1.816,08;£7.760,48
6543-JXSOO;1;Q3;Yes;5;23;Offer D;Yes;£12,88;No;Yes;DSL;41;Yes;Yes;No;Yes;No;No;No;Yes;One Year;Yes;Credit Card;£57,75;£1.282,85;£0,00;£0,00;£296,24;£1.579,09
6416-YJTTB;1;Q3;No;0;11;Offer D;Yes;£8,48;No;Yes;Fiber Optic;52;Yes;No;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£79,50;£795,65;£0,00;£0,00;£93,28;£888,93
3195-TQDZX;1;Q3;No;0;3;None;Yes;£1,57;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;£20,25;£61,45;£0,00;£0,00;£4,71;£66,16
9972-EWRJS;1;Q3;Yes;2;67;Offer A;Yes;£48,75;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;£19,25;£1.372,90;£0,00;£0,00;£3.266,25;£4.639,15
5799-JRCZO;1;Q3;No;0;63;None;Yes;£24,32;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£19,50;£1.215,10;£0,00;£0,00;£1.532,16;£2.747,26
6198-RTPMF;1;Q3;Yes;10;17;Offer D;Yes;£9,22;Yes;Yes;Fiber Optic;13;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;£92,60;£1.579,70;£0,00;£0,00;£156,74;£1.736,44
2924-KHUVI;1;Q3;Yes;7;56;None;Yes;£46,90;Yes;Yes;Fiber Optic;48;Yes;No;No;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£100,55;£5.514,95;£0,00;£0,00;£2.626,40;£8.141,35
9764-REAFF;1;Q3;Yes;9;59;Offer B;Yes;£26,99;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£18,40;£1.057,85;£0,00;£0,00;£1.592,41;£2.650,26
2882-WDTBA;1;Q3;Yes;4;69;Offer A;Yes;£44,33;No;Yes;Cable;18;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£75,75;£5.388,15;£0,00;£0,00;£3.058,77;£8.446,92
2429-AYKKO;1;Q3;No;0;72;Offer A;Yes;£3,43;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£19,85;£1.434,10;£0,00;£0,00;£246,96;£1.681,06
2245-ADZFJ;1;Q3;Yes;9;31;Offer C;Yes;£28,52;Yes;Yes;DSL;2;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£80,55;£2.471,60;£0,00;£0,00;£884,12;£3.355,72
7776-QGYJC;1;Q3;Yes;7;39;Offer C;Yes;£40,68;No;Yes;Fiber Optic;76;No;No;Yes;Yes;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£81,50;£3.107,30;£0,00;£0,00;£1.586,52;£4.693,82
9818-XQCUV;1;Q3;No;0;2;None;Yes;£25,92;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£20,35;£45,30;£0,00;£0,00;£51,84;£97,14
3070-FNFZQ;1;Q3;Yes;1;23;Offer D;Yes;£39,59;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£20,40;£478,75;£0,00;£0,00;£910,57;£1.389,32
2812-SFXMJ;1;Q3;No;0;1;None;Yes;£7,66;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£20,05;£20,05;£0,00;£0,00;£7,66;£27,71
5014-WUQMG;1;Q3;Yes;1;47;Offer B;Yes;£15,59;No;Yes;Fiber Optic;52;Yes;Yes;Yes;No;No;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£96,10;£4.391,45;£0,00;£0,00;£732,73;£5.124,18
4522-XRWWI;1;Q3;Yes;1;42;Offer B;Yes;£17,31;Yes;Yes;Cable;82;Yes;No;No;Yes;Yes;Yes;Yes;Yes;One Year;No;Credit Card;£80,45;£3.375,90;£0,00;£0,00;£727,02;£4.102,92
3766-EJLFL;1;Q3;Yes;1;68;None;Yes;£18,42;Yes;Yes;Fiber Optic;53;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£109,05;£7.508,55;£0,00;£0,00;£1.252,56;£8.761,11
7643-RCHXS;1;Q3;No;0;63;Offer B;Yes;£41,84;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£19,35;£1.263,85;£0,00;£0,00;£2.635,92;£3.899,77
0620-XEFWH;1;Q3;Yes;1;4;Offer E;Yes;£39,04;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£18,85;£84,20;£0,00;£0,00;£156,16;£240,36
6485-QXWWE;1;Q3;No;0;62;Offer B;Yes;£2,83;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£26,00;£1.638,70;£0,00;£0,00;£175,46;£1.814,16
7321-VGNKU;1;Q3;Yes;1;2;Offer E;Yes;£7,70;No;Yes;Fiber Optic;22;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;£70,35;£120,25;£0,00;£20,00;£15,40;£155,65
5327-CNLUQ;1;Q3;Yes;1;48;Offer B;Yes;£6,10;Yes;Yes;Fiber Optic;18;Yes;Yes;Yes;No;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£96,90;£4.473,45;£0,00;£0,00;£292,80;£4.766,25
5930-GBIWP;1;Q3;No;0;69;None;Yes;£3,24;Yes;Yes;Cable;26;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Two Year;Yes;Credit Card;£81,50;£5.553,25;£0,00;£0,00;£223,56;£5.776,81
6035-RIIOM;1;Q3;No;0;54;None;Yes;£31,55;Yes;Yes;Fiber Optic;8;No;Yes;No;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£97,20;£5.129,45;£0,00;£0,00;£1.703,70;£6.833,15
3533-UVMOM;1;Q3;Yes;4;68;None;Yes;£11,94;No;Yes;DSL;3;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£70,95;£4.741,45;£0,00;£0,00;£811,92;£5.553,37
9995-HOTOH;1;Q3;Yes;1;63;None;No;£0,00;No;Yes;Cable;5;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£59,00;£3.707,60;£0,00;£0,00;£0,00;£3.707,60
5980-BDHPY;1;Q3;Yes;5;72;None;Yes;£12,02;Yes;Yes;Cable;26;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£87,10;£6.230,10;£0,00;£0,00;£865,44;£7.095,54
3307-TLCUD;1;Q3;Yes;1;17;None;No;£0,00;No;Yes;Cable;10;Yes;No;Yes;No;No;No;No;Yes;Month-to-Month;No;Mailed Check;£34,40;£592,75;£0,00;£0,00;£0,00;£592,75
3500-NSDOA;1;Q3;Yes;1;68;None;Yes;£11,12;Yes;Yes;Cable;10;No;Yes;No;Yes;No;Yes;Yes;Yes;Two Year;No;Credit Card;£70,80;£4.859,95;£0,00;£0,00;£756,16;£5.616,11
5405-ZMYXQ;1;Q3;No;0;8;Offer E;Yes;£1,28;Yes;Yes;Fiber Optic;42;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;£74,60;£548,90;£0,00;£0,00;£10,24;£559,14
2808-CHTDM;1;Q3;Yes;4;23;None;Yes;£35,86;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Mailed Check;£25,10;£611,45;£0,00;£0,00;£824,78;£1.436,23
4836-WNFNO;1;Q3;Yes;7;72;None;Yes;£39,98;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£25,00;£1.849,20;£0,00;£0,00;£2.878,56;£4.727,76
0274-JKUJR;1;Q3;Yes;9;7;Offer E;No;£0,00;No;Yes;Cable;47;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Credit Card;£58,85;£465,70;£0,00;£0,00;£0,00;£465,70
3795-GWTRD;1;Q3;Yes;7;63;None;Yes;£6,33;No;Yes;Cable;30;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;No;Credit Card;£75,55;£4.707,85;£0,00;£0,00;£398,79;£5.106,64
6223-DHJGV;1;Q3;No;0;42;None;Yes;£23,25;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Credit Card;£20,65;£958,10;£0,00;£0,00;£976,50;£1.934,60
9964-WBQDJ;1;Q3;Yes;1;71;Offer A;Yes;£24,72;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;£24,40;£1.725,40;£0,00;£0,00;£1.755,12;£3.480,52
1702-CCFNJ;1;Q3;Yes;3;52;None;Yes;£44,65;Yes;Yes;Cable;3;No;Yes;No;Yes;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£61,35;£3.169,55;£0,00;£0,00;£2.321,80;£5.491,35
8932-CZHRQ;1;Q3;No;0;68;Offer A;Yes;£20,29;Yes;Yes;DSL;29;Yes;Yes;Yes;No;No;Yes;Yes;Yes;One Year;No;Credit Card;£76,75;£5.233,25;£0,00;£0,00;£1.379,72;£6.612,97
2587-YNLES;1;Q3;Yes;4;6;Offer E;Yes;£25,05;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£20,10;£100,35;£0,00;£0,00;£150,30;£250,65
5136-RGMZO;1;Q3;No;0;31;None;Yes;£6,40;Yes;Yes;Cable;24;No;Yes;No;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£71,05;£2.168,15;£0,00;£0,00;£198,40;£2.366,55
8345-MVDYC;1;Q3;No;0;45;Offer B;Yes;£37,39;No;Yes;DSL;30;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£81,65;£3.618,70;£0,00;£0,00;£1.682,55;£5.301,25
2040-XBAVJ;1;Q3;No;0;72;Offer A;Yes;£24,95;Yes;Yes;Fiber Optic;13;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£114,45;£8.100,55;£0,00;£0,00;£1.796,40;£9.896,95
5848-FHRFC;1;Q3;No;0;68;Offer A;Yes;£2,83;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£20,05;£1.386,90;£0,00;£0,00;£192,44;£1.579,34
2243-FNMMI;1;Q3;No;0;20;Offer D;Yes;£31,02;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,40;£415,40;£0,00;£0,00;£620,40;£1.035,80
3055-VTCGS;1;Q3;No;0;63;Offer B;Yes;£27,38;No;Yes;DSL;9;No;No;Yes;No;No;Yes;Yes;Yes;One Year;No;Credit Card;£58,55;£3.503,50;£0,00;£0,00;£1.724,94;£5.228,44
2007-QVGAW;1;Q3;Yes;10;68;Offer A;Yes;£46,61;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;£19,35;£1.292,65;£0,00;£0,00;£3.169,48;£4.462,13
6181-AXXYF;1;Q3;Yes;3;72;Offer A;Yes;£47,69;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£24,75;£1.859,10;£0,00;£0,00;£3.433,68;£5.292,78
2586-CWXVV;1;Q3;Yes;9;54;Offer B;No;£0,00;No;Yes;Cable;9;No;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£30,40;£1.621,35;£0,00;£0,00;£0,00;£1.621,35
0839-QNXME;1;Q3;No;0;30;None;Yes;£9,27;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£19,40;£578,50;£0,00;£0,00;£278,10;£856,60
3506-OVLKD;1;Q3;No;0;35;None;Yes;£49,13;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;£26,20;£954,90;£0,00;£0,00;£1.719,55;£2.674,45
2085-BOJKI;1;Q3;Yes;1;17;Offer D;Yes;£28,83;No;Yes;Fiber Optic;5;No;No;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£96,65;£1.588,25;£0,00;£0,00;£490,11;£2.078,36
