Customer ID;Count;Quarter;Satisfaction Score;Satisfaction Score Label;Customer Status;Churn Label;Churn Value;Churn Score;Churn Score Category;CLTV;CLTV Category;Churn Category;Churn Reason
1143-NMNQJ;1;Q3;2;2;Churned;Yes;1;95;91-100;2.187;2000-2500;Attitude;Attitude of service provider
2495-INZWQ;1;Q3;2;2;Churned;Yes;1;66;61-70;5.605;5501-6000;Attitude;Attitude of service provider
6100-QQHEB;1;Q3;3;3;Churned;Yes;1;91;91-100;5.775;5501-6000;Other;Moved
2691-NZETQ;1;Q3;2;2;Churned;Yes;1;89;81-90;2.752;2501-3000;Competitor;Competitor offered higher download speeds
4404-HIBDJ;1;Q3;1;1;Churned;Yes;1;85;81-90;5.175;5001-5500;Competitor;Competitor offered more data
0772-GYEQQ;1;Q3;2;2;Churned;Yes;1;93;91-100;5.202;5001-5500;Competitor;Competitor offered more data
4831-EOBFE;1;Q3;1;1;Churned;Yes;1;70;61-70;5.150;5001-5500;Other;Don't know
2002-MZHWP;1;Q3;2;2;Churned;Yes;1;76;71-80;3.820;3501-4000;Price;Long distance charges
9992-RRAMN;1;Q3;1;1;Churned;Yes;1;68;61-70;5.248;5001-5500;Dissatisfaction;Product dissatisfaction
0310-MVLET;1;Q3;3;3;Churned;Yes;1;77;71-80;5.612;5501-6000;Dissatisfaction;Service dissatisfaction
5696-QURRL;1;Q3;3;3;Churned;Yes;1;73;71-80;2.644;2501-3000;Dissatisfaction;Network reliability
7854-EDSSA;1;Q3;3;3;Churned;Yes;1;77;71-80;2.195;2000-2500;Dissatisfaction;Poor expertise of online support
2249-YPRNG;1;Q3;2;2;Churned;Yes;1;84;81-90;4.223;4001-4500;Dissatisfaction;Service dissatisfaction
4626-GYCZP;1;Q3;1;1;Churned;Yes;1;79;71-80;3.506;3501-4000;Competitor;Competitor had better devices
0596-BQCEQ;1;Q3;1;1;Churned;Yes;1;93;91-100;4.120;4001-4500;Competitor;Competitor had better devices
6127-ISGTU;1;Q3;3;3;Churned;Yes;1;67;61-70;3.075;3001-3500;Attitude;Attitude of support person
8740-XLHDR;1;Q3;2;2;Churned;Yes;1;67;61-70;5.824;5501-6000;Dissatisfaction;Network reliability
1208-DNHLN;1;Q3;2;2;Churned;Yes;1;83;81-90;4.580;4501-5000;Other;Don't know
1761-AEZZR;1;Q3;2;2;Churned;Yes;1;72;71-80;5.593;5501-6000;Other;Don't know
7317-GGVPB;1;Q3;1;1;Churned;Yes;1;90;81-90;4.982;4501-5000;Dissatisfaction;Product dissatisfaction
1322-AGOQM;1;Q3;2;2;Churned;Yes;1;95;91-100;2.243;2000-2500;Dissatisfaction;Service dissatisfaction
7005-CCBKV;1;Q3;3;3;Churned;Yes;1;77;71-80;4.539;4501-5000;Dissatisfaction;Service dissatisfaction
4250-FDVOU;1;Q3;1;1;Churned;Yes;1;95;91-100;4.110;4001-4500;Attitude;Attitude of support person
2386-LAHRK;1;Q3;1;1;Churned;Yes;1;80;71-80;5.094;5001-5500;Dissatisfaction;Product dissatisfaction
6032-IGALN;1;Q3;1;1;Churned;Yes;1;79;71-80;4.769;4501-5000;Competitor;Competitor had better devices
1432-FPAXX;1;Q3;2;2;Churned;Yes;1;77;71-80;3.615;3501-4000;Dissatisfaction;Product dissatisfaction
2919-HBCJO;1;Q3;1;1;Churned;Yes;1;90;81-90;4.580;4501-5000;Other;Moved
8393-DLHGA;1;Q3;1;1;Churned;Yes;1;68;61-70;2.241;2000-2500;Competitor;Competitor offered more data
2834-SPCJV;1;Q3;1;1;Churned;Yes;1;75;71-80;6.216;6001-6500;Competitor;Competitor had better devices
3148-BLQJT;1;Q3;1;1;Churned;Yes;1;80;71-80;5.747;5501-6000;Competitor;Competitor made better offer
5498-TXHLF;1;Q3;3;3;Churned;Yes;1;91;91-100;3.358;3001-3500;Price;Extra data charges
9722-UJOJR;1;Q3;1;1;Churned;Yes;1;73;71-80;2.663;2501-3000;Price;Price too high
6772-KSATR;1;Q3;1;1;Churned;Yes;1;83;81-90;5.574;5501-6000;Dissatisfaction;Service dissatisfaction
7112-OPOTK;1;Q3;2;2;Churned;Yes;1;91;91-100;5.647;5501-6000;Attitude;Attitude of support person
7786-WBJYI;1;Q3;2;2;Churned;Yes;1;89;81-90;5.365;5001-5500;Competitor;Competitor made better offer
7593-XFKDI;1;Q3;1;1;Churned;Yes;1;73;71-80;3.017;3001-3500;Price;Extra data charges
2235-ZGKPT;1;Q3;1;1;Churned;Yes;1;90;81-90;5.386;5001-5500;Dissatisfaction;Product dissatisfaction
2108-YKQTY;1;Q3;3;3;Churned;Yes;1;90;81-90;4.930;4501-5000;Other;Don't know
1625-JAIIY;1;Q3;1;1;Churned;Yes;1;86;81-90;4.714;4501-5000;Dissatisfaction;Product dissatisfaction
5955-ERIHD;1;Q3;1;1;Churned;Yes;1;72;71-80;2.206;2000-2500;Price;Long distance charges
5949-EBSQK;1;Q3;2;2;Churned;Yes;1;83;81-90;2.131;2000-2500;Price;Price too high
0311-UNPFF;1;Q3;2;2;Churned;Yes;1;82;81-90;4.910;4501-5000;Dissatisfaction;Service dissatisfaction
7594-RQHXR;1;Q3;2;2;Churned;Yes;1;94;91-100;3.108;3001-3500;Other;Deceased
0133-BMFZO;1;Q3;2;2;Churned;Yes;1;94;91-100;3.529;3501-4000;Competitor;Competitor offered higher download speeds
2612-RANWT;1;Q3;2;2;Churned;Yes;1;96;91-100;3.682;3501-4000;Price;Price too high
9986-BONCE;1;Q3;1;1;Churned;Yes;1;85;81-90;5.822;5501-6000;Competitor;Competitor made better offer
3144-AUDBS;1;Q3;1;1;Churned;Yes;1;86;81-90;5.271;5001-5500;Competitor;Competitor had better devices
6688-UZPWD;1;Q3;1;1;Churned;Yes;1;88;81-90;5.750;5501-6000;Competitor;Competitor offered more data
9136-ALYBR;1;Q3;3;3;Churned;Yes;1;65;61-70;2.121;2000-2500;Price;Extra data charges
2959-MJHIC;1;Q3;1;1;Churned;Yes;1;65;61-70;4.167;4001-4500;Dissatisfaction;Product dissatisfaction
0684-AOSIH;1;Q3;1;1;Churned;Yes;1;82;81-90;4.489;4001-4500;Dissatisfaction;Network reliability
8260-NGFNY;1;Q3;2;2;Churned;Yes;1;82;81-90;3.196;3001-3500;Other;Don't know
1725-IQNIY;1;Q3;2;2;Churned;Yes;1;90;81-90;6.274;6001-6500;Competitor;Competitor had better devices
8614-VGMMV;1;Q3;1;1;Churned;Yes;1;86;81-90;5.209;5001-5500;Competitor;Competitor had better devices
2533-QVMSK;1;Q3;3;3;Churned;Yes;1;71;71-80;6.295;6001-6500;Competitor;Competitor offered more data
4390-KYULV;1;Q3;1;1;Churned;Yes;1;90;81-90;4.115;4001-4500;Attitude;Attitude of support person
4587-VVTOX;1;Q3;1;1;Churned;Yes;1;90;81-90;4.163;4001-4500;Competitor;Competitor offered more data
5261-QSHQM;1;Q3;1;1;Churned;Yes;1;70;61-70;4.909;4501-5000;Competitor;Competitor made better offer
1334-FJSVR;1;Q3;1;1;Churned;Yes;1;85;81-90;2.846;2501-3000;Dissatisfaction;Lack of self-service on Website
7625-XCQRH;1;Q3;3;3;Churned;Yes;1;76;71-80;2.291;2000-2500;Dissatisfaction;Network reliability
1731-TVIUK;1;Q3;2;2;Churned;Yes;1;73;71-80;4.554;4501-5000;Competitor;Competitor made better offer
6615-NGGZJ;1;Q3;2;2;Churned;Yes;1;72;71-80;5.224;5001-5500;Dissatisfaction;Service dissatisfaction
2873-ZLIWT;1;Q3;2;2;Churned;Yes;1;91;91-100;5.764;5501-6000;Competitor;Competitor made better offer
7683-CBDKJ;1;Q3;1;1;Churned;Yes;1;90;81-90;2.881;2501-3000;Competitor;Competitor had better devices
4282-YMKNA;1;Q3;2;2;Churned;Yes;1;82;81-90;5.003;5001-5500;Competitor;Competitor made better offer
5356-RHIPP;1;Q3;1;1;Churned;Yes;1;81;81-90;5.355;5001-5500;Competitor;Competitor made better offer
2876-VBBBL;1;Q3;2;2;Churned;Yes;1;85;81-90;2.783;2501-3000;Attitude;Attitude of support person
6834-NXDCA;1;Q3;3;3;Churned;Yes;1;82;81-90;2.967;2501-3000;Dissatisfaction;Limited range of services
4822-YCXMX;1;Q3;1;1;Churned;Yes;1;70;61-70;4.203;4001-4500;Price;Extra data charges
4228-ZGYUW;1;Q3;3;3;Churned;Yes;1;91;91-100;3.212;3001-3500;Competitor;Competitor offered more data
5108-ADXWO;1;Q3;1;1;Churned;Yes;1;75;71-80;4.509;4501-5000;Competitor;Competitor made better offer
3066-RRJIO;1;Q3;3;3;Churned;Yes;1;65;61-70;5.341;5001-5500;Competitor;Competitor made better offer
1567-DSCIC;1;Q3;1;1;Churned;Yes;1;71;71-80;2.632;2501-3000;Dissatisfaction;Product dissatisfaction
2150-UWTFY;1;Q3;1;1;Churned;Yes;1;87;81-90;4.626;4501-5000;Dissatisfaction;Service dissatisfaction
1043-YCUTE;1;Q3;3;3;Churned;Yes;1;79;71-80;6.484;6001-6500;Dissatisfaction;Service dissatisfaction
4489-SNOJF;1;Q3;1;1;Churned;Yes;1;83;81-90;5.898;5501-6000;Other;Don't know
9019-QVLZD;1;Q3;2;2;Churned;Yes;1;81;81-90;5.082;5001-5500;Competitor;Competitor made better offer
2979-SXESE;1;Q3;1;1;Churned;Yes;1;66;61-70;4.103;4001-4500;Other;Moved
4013-TLDHQ;1;Q3;1;1;Churned;Yes;1;72;71-80;3.666;3501-4000;Competitor;Competitor had better devices
6121-VZNQB;1;Q3;2;2;Churned;Yes;1;84;81-90;5.890;5501-6000;Competitor;Competitor made better offer
8642-GVWRF;1;Q3;1;1;Churned;Yes;1;65;61-70;3.039;3001-3500;Competitor;Competitor had better devices
0515-YPMCW;1;Q3;1;1;Churned;Yes;1;90;81-90;3.525;3501-4000;Competitor;Competitor had better devices
9837-BMCLM;1;Q3;2;2;Churned;Yes;1;71;71-80;3.567;3501-4000;Price;Long distance charges
6087-MVHJH;1;Q3;2;2;Churned;Yes;1;88;81-90;5.186;5001-5500;Other;Don't know
7083-YNSKY;1;Q3;1;1;Churned;Yes;1;86;81-90;2.853;2501-3000;Attitude;Attitude of support person
7908-QCBCA;1;Q3;1;1;Churned;Yes;1;65;61-70;2.404;2000-2500;Competitor;Competitor had better devices
9658-WYUFB;1;Q3;1;1;Churned;Yes;1;66;61-70;2.825;2501-3000;Competitor;Competitor offered more data
2013-SGDXK;1;Q3;1;1;Churned;Yes;1;78;71-80;2.172;2000-2500;Competitor;Competitor offered more data
3934-HXCFZ;1;Q3;1;1;Churned;Yes;1;76;71-80;5.338;5001-5500;Dissatisfaction;Service dissatisfaction
4910-AQFFX;1;Q3;3;3;Churned;Yes;1;93;91-100;4.533;4501-5000;Dissatisfaction;Network reliability
2154-KVJFF;1;Q3;3;3;Churned;Yes;1;65;61-70;2.813;2501-3000;Dissatisfaction;Limited range of services
0318-QUUOB;1;Q3;1;1;Churned;Yes;1;91;91-100;4.273;4001-4500;Competitor;Competitor had better devices
5572-ZDXHY;1;Q3;1;1;Churned;Yes;1;85;81-90;5.313;5001-5500;Competitor;Competitor had better devices
3750-CKVKH;1;Q3;2;2;Churned;Yes;1;71;71-80;2.299;2000-2500;Other;Don't know
4547-KQRTM;1;Q3;1;1;Churned;Yes;1;76;71-80;3.740;3501-4000;Competitor;Competitor offered higher download speeds
3440-JPSCL;1;Q3;2;2;Churned;Yes;1;87;81-90;3.722;3501-4000;Competitor;Competitor offered higher download speeds
0325-XBFAC;1;Q3;1;1;Churned;Yes;1;94;91-100;5.811;5501-6000;Competitor;Competitor offered more data
2462-XIIJB;1;Q3;2;2;Churned;Yes;1;73;71-80;2.810;2501-3000;Competitor;Competitor offered more data
7817-BOQPW;1;Q3;2;2;Churned;Yes;1;77;71-80;4.320;4001-4500;Competitor;Competitor made better offer
2091-MJTFX;1;Q3;3;3;Churned;Yes;1;79;71-80;4.568;4501-5000;Dissatisfaction;Network reliability
0883-EIBTI;1;Q3;3;3;Churned;Yes;1;82;81-90;2.484;2000-2500;Dissatisfaction;Limited range of services
3393-FMZPV;1;Q3;1;1;Churned;Yes;1;74;71-80;2.195;2000-2500;Price;Extra data charges
7486-KSRVI;1;Q3;1;1;Churned;Yes;1;93;91-100;4.760;4501-5000;Dissatisfaction;Product dissatisfaction
3647-GMGDH;1;Q3;2;2;Churned;Yes;1;72;71-80;5.615;5501-6000;Attitude;Attitude of support person
6595-COKXZ;1;Q3;3;3;Churned;Yes;1;65;61-70;4.879;4501-5000;Attitude;Attitude of service provider
2369-UAPKZ;1;Q3;3;3;Churned;Yes;1;76;71-80;3.131;3001-3500;Other;Moved
0637-KVDLV;1;Q3;1;1;Churned;Yes;1;80;71-80;5.944;5501-6000;Other;Don't know
6633-MPWBS;1;Q3;1;1;Churned;Yes;1;73;71-80;4.336;4001-4500;Competitor;Competitor offered more data
8785-EPNCG;1;Q3;1;1;Churned;Yes;1;65;61-70;5.671;5501-6000;Competitor;Competitor made better offer
5729-KLZAR;1;Q3;1;1;Churned;Yes;1;73;71-80;2.961;2501-3000;Competitor;Competitor had better devices
8740-CRYFY;1;Q3;2;2;Churned;Yes;1;75;71-80;2.038;2000-2500;Competitor;Competitor offered higher download speeds
2962-XPMCQ;1;Q3;2;2;Churned;Yes;1;81;81-90;2.699;2501-3000;Competitor;Competitor offered higher download speeds
8627-EHGIP;1;Q3;2;2;Churned;Yes;1;91;91-100;3.051;3001-3500;Competitor;Competitor offered more data
5480-TBGPH;1;Q3;3;3;Churned;Yes;1;69;61-70;4.811;4501-5000;Competitor;Competitor offered more data
8993-PHFWD;1;Q3;1;1;Churned;Yes;1;76;71-80;2.088;2000-2500;Competitor;Competitor had better devices
3765-JXVKY;1;Q3;1;1;Churned;Yes;1;75;71-80;4.692;4501-5000;Competitor;Competitor offered more data
1449-XQEMT;1;Q3;1;1;Churned;Yes;1;79;71-80;4.323;4001-4500;Price;Long distance charges
2612-RRIDN;1;Q3;2;2;Churned;Yes;1;88;81-90;3.591;3501-4000;Dissatisfaction;Limited range of services
9725-SCPZG;1;Q3;3;3;Churned;Yes;1;80;71-80;5.086;5001-5500;Price;Price too high
5884-GCYMI;1;Q3;1;1;Churned;Yes;1;91;91-100;2.847;2501-3000;Competitor;Competitor made better offer
7853-GVUDZ;1;Q3;2;2;Churned;Yes;1;70;61-70;4.277;4001-4500;Price;Long distance charges
3943-KDREE;1;Q3;2;2;Churned;Yes;1;76;71-80;2.934;2501-3000;Other;Don't know
4430-UZIPO;1;Q3;1;1;Churned;Yes;1;91;91-100;5.825;5501-6000;Competitor;Competitor made better offer
1502-XFCVR;1;Q3;1;1;Churned;Yes;1;82;81-90;5.902;5501-6000;Competitor;Competitor offered higher download speeds
4140-WJAWW;1;Q3;1;1;Churned;Yes;1;91;91-100;3.799;3501-4000;Price;Long distance charges
7762-URZQH;1;Q3;2;2;Churned;Yes;1;83;81-90;5.602;5501-6000;Dissatisfaction;Product dissatisfaction
1602-IJQQE;1;Q3;1;1;Churned;Yes;1;92;91-100;2.220;2000-2500;Competitor;Competitor had better devices
4628-WQCQQ;1;Q3;1;1;Churned;Yes;1;81;81-90;5.928;5501-6000;Competitor;Competitor had better devices
3705-PSNGL;1;Q3;3;3;Churned;Yes;1;87;81-90;5.398;5001-5500;Price;Long distance charges
2982-VPSGI;1;Q3;1;1;Churned;Yes;1;67;61-70;2.120;2000-2500;Competitor;Competitor made better offer
9048-JVYVF;1;Q3;2;2;Churned;Yes;1;91;91-100;3.520;3501-4000;Other;Don't know
7845-URHJN;1;Q3;3;3;Churned;Yes;1;91;91-100;4.785;4501-5000;Price;Price too high
0345-HKJVM;1;Q3;1;1;Churned;Yes;1;91;91-100;5.800;5501-6000;Other;Don't know
3049-SOLAY;1;Q3;1;1;Churned;Yes;1;86;81-90;4.176;4001-4500;Competitor;Competitor made better offer
3235-ETOOB;1;Q3;2;2;Churned;Yes;1;88;81-90;3.683;3501-4000;Competitor;Competitor made better offer
8053-WWDRO;1;Q3;3;3;Churned;Yes;1;67;61-70;5.579;5501-6000;Competitor;Competitor made better offer
9564-KCLHR;1;Q3;1;1;Churned;Yes;1;94;91-100;2.180;2000-2500;Competitor;Competitor made better offer
1213-NGCUN;1;Q3;2;2;Churned;Yes;1;88;81-90;4.248;4001-4500;Dissatisfaction;Lack of self-service on Website
9526-JAWYF;1;Q3;1;1;Churned;Yes;1;71;71-80;3.452;3001-3500;Competitor;Competitor made better offer
9689-PTNPG;1;Q3;1;1;Churned;Yes;1;80;71-80;5.055;5001-5500;Competitor;Competitor made better offer
2362-IBOOY;1;Q3;3;3;Churned;Yes;1;76;71-80;5.272;5001-5500;Competitor;Competitor made better offer
5515-IDEJJ;1;Q3;1;1;Churned;Yes;1;67;61-70;5.441;5001-5500;Competitor;Competitor made better offer
5228-EXCET;1;Q3;1;1;Churned;Yes;1;85;81-90;5.964;5501-6000;Competitor;Competitor made better offer
6331-LWDTQ;1;Q3;2;2;Churned;Yes;1;91;91-100;2.457;2000-2500;Dissatisfaction;Limited range of services
6437-UKHMV;1;Q3;2;2;Churned;Yes;1;91;91-100;3.109;3001-3500;Attitude;Attitude of support person
1114-CENIM;1;Q3;1;1;Churned;Yes;1;84;81-90;5.282;5001-5500;Other;Don't know
6289-CPNLD;1;Q3;1;1;Churned;Yes;1;73;71-80;5.374;5001-5500;Competitor;Competitor had better devices
2696-NARTR;1;Q3;2;2;Churned;Yes;1;66;61-70;3.634;3501-4000;Other;Moved
6629-CZTTH;1;Q3;1;1;Churned;Yes;1;79;71-80;4.629;4501-5000;Dissatisfaction;Product dissatisfaction
2225-ZRGSG;1;Q3;1;1;Churned;Yes;1;95;91-100;6.173;6001-6500;Price;Long distance charges
4818-DRBQT;1;Q3;3;3;Churned;Yes;1;83;81-90;5.189;5001-5500;Attitude;Attitude of support person
4391-RESHN;1;Q3;1;1;Churned;Yes;1;93;91-100;5.963;5501-6000;Competitor;Competitor had better devices
2320-JRSDE;1;Q3;3;3;Churned;Yes;1;73;71-80;4.633;4501-5000;Attitude;Attitude of service provider
5393-RXQSZ;1;Q3;3;3;Churned;Yes;1;91;91-100;2.199;2000-2500;Attitude;Attitude of support person
4471-KXAUH;1;Q3;3;3;Churned;Yes;1;91;91-100;2.514;2501-3000;Attitude;Attitude of service provider
5229-PRWKT;1;Q3;3;3;Churned;Yes;1;80;71-80;4.193;4001-4500;Attitude;Attitude of service provider
5057-LCOUI;1;Q3;3;3;Churned;Yes;1;94;91-100;4.119;4001-4500;Attitude;Attitude of support person
0654-HMSHN;1;Q3;2;2;Churned;Yes;1;77;71-80;3.796;3501-4000;Attitude;Attitude of support person
9840-DVNDC;1;Q3;2;2;Churned;Yes;1;96;91-100;2.181;2000-2500;Attitude;Attitude of support person
3374-LXDEV;1;Q3;1;1;Churned;Yes;1;75;71-80;2.226;2000-2500;Competitor;Competitor had better devices
4817-QRJSX;1;Q3;2;2;Churned;Yes;1;95;91-100;2.946;2501-3000;Attitude;Attitude of support person
2237-ZFSMY;1;Q3;1;1;Churned;Yes;1;73;71-80;2.767;2501-3000;Attitude;Attitude of service provider
7854-EKTJL;1;Q3;3;3;Churned;Yes;1;66;61-70;2.843;2501-3000;Attitude;Attitude of support person
4361-JEIVL;1;Q3;3;3;Churned;Yes;1;82;81-90;4.067;4001-4500;Attitude;Attitude of service provider
9507-EXLTT;1;Q3;2;2;Churned;Yes;1;77;71-80;3.492;3001-3500;Attitude;Attitude of support person
4512-ZUIYL;1;Q3;3;3;Churned;Yes;1;81;81-90;2.928;2501-3000;Other;Moved
7969-AULMZ;1;Q3;3;3;Churned;Yes;1;89;81-90;4.321;4001-4500;Other;Moved
4550-EVXNY;1;Q3;2;2;Churned;Yes;1;77;71-80;2.418;2000-2500;Competitor;Competitor offered higher download speeds
2968-SSGAA;1;Q3;1;1;Churned;Yes;1;77;71-80;4.001;4001-4500;Competitor;Competitor offered more data
3538-WZPHD;1;Q3;1;1;Churned;Yes;1;76;71-80;2.734;2501-3000;Competitor;Competitor had better devices
7240-ETPTR;1;Q3;2;2;Churned;Yes;1;90;81-90;4.359;4001-4500;Price;Lack of affordable download/upload speed
2202-CUYXZ;1;Q3;1;1;Churned;Yes;1;77;71-80;3.086;3001-3500;Competitor;Competitor had better devices
1522-VVDMG;1;Q3;2;2;Churned;Yes;1;90;81-90;3.807;3501-4000;Dissatisfaction;Poor expertise of online support
9185-TQCVP;1;Q3;2;2;Churned;Yes;1;91;91-100;4.550;4501-5000;Dissatisfaction;Poor expertise of phone support
0687-ZVTHB;1;Q3;1;1;Churned;Yes;1;68;61-70;4.415;4001-4500;Competitor;Competitor offered more data
4250-ZBWLV;1;Q3;3;3;Churned;Yes;1;65;61-70;4.454;4001-4500;Competitor;Competitor offered higher download speeds
2027-OAQQC;1;Q3;1;1;Churned;Yes;1;92;91-100;4.044;4001-4500;Competitor;Competitor offered more data
1555-DJEQW;1;Q3;1;1;Churned;Yes;1;73;71-80;5.947;5501-6000;Price;Price too high
5349-IECLD;1;Q3;1;1;Churned;Yes;1;87;81-90;4.493;4001-4500;Competitor;Competitor had better devices
3797-VTIDR;1;Q3;2;2;Churned;Yes;1;90;81-90;4.517;4501-5000;Price;Price too high
8364-TRMMK;1;Q3;1;1;Churned;Yes;1;76;71-80;2.876;2501-3000;Dissatisfaction;Lack of self-service on Website
9249-FXSCK;1;Q3;1;1;Churned;Yes;1;90;81-90;4.861;4501-5000;Competitor;Competitor offered more data
2867-UIMSS;1;Q3;1;1;Churned;Yes;1;85;81-90;2.734;2501-3000;Dissatisfaction;Product dissatisfaction
7547-EKNFS;1;Q3;1;1;Churned;Yes;1;89;81-90;2.075;2000-2500;Attitude;Attitude of service provider
2575-GFSOE;1;Q3;2;2;Churned;Yes;1;65;61-70;5.672;5501-6000;Attitude;Attitude of service provider
3751-KTZEL;1;Q3;1;1;Churned;Yes;1;89;81-90;3.706;3501-4000;Competitor;Competitor offered higher download speeds
3223-WZWJM;1;Q3;1;1;Churned;Yes;1;85;81-90;5.869;5501-6000;Competitor;Competitor offered higher download speeds
9053-JZFKV;1;Q3;2;2;Churned;Yes;1;82;81-90;4.495;4001-4500;Other;Don't know
9250-WYPLL;1;Q3;2;2;Churned;Yes;1;79;71-80;4.600;4501-5000;Competitor;Competitor made better offer
2754-XBHTB;1;Q3;2;2;Churned;Yes;1;96;91-100;3.847;3501-4000;Competitor;Competitor made better offer
7055-VKGDA;1;Q3;1;1;Churned;Yes;1;87;81-90;4.406;4001-4500;Dissatisfaction;Product dissatisfaction
1842-EZJMK;1;Q3;1;1;Churned;Yes;1;82;81-90;5.897;5501-6000;Competitor;Competitor had better devices
0807-ZABDG;1;Q3;1;1;Churned;Yes;1;90;81-90;4.412;4001-4500;Competitor;Competitor offered higher download speeds
7739-LAXOG;1;Q3;1;1;Churned;Yes;1;80;71-80;3.590;3501-4000;Competitor;Competitor offered more data
2079-FBMZK;1;Q3;1;1;Churned;Yes;1;77;71-80;5.816;5501-6000;Competitor;Competitor made better offer
6608-QQLVK;1;Q3;3;3;Churned;Yes;1;83;81-90;2.077;2000-2500;Competitor;Competitor made better offer
8413-VONUO;1;Q3;3;3;Churned;Yes;1;82;81-90;5.332;5001-5500;Dissatisfaction;Limited range of services
4351-QLCSU;1;Q3;1;1;Churned;Yes;1;91;91-100;3.809;3501-4000;Price;Long distance charges
9728-FTTVZ;1;Q3;3;3;Churned;Yes;1;82;81-90;4.073;4001-4500;Dissatisfaction;Lack of self-service on Website
7551-DACSP;1;Q3;2;2;Churned;Yes;1;91;91-100;3.878;3501-4000;Competitor;Competitor made better offer
3315-TOTBP;1;Q3;1;1;Churned;Yes;1;74;71-80;4.938;4501-5000;Dissatisfaction;Lack of self-service on Website
4488-PSYCG;1;Q3;1;1;Churned;Yes;1;83;81-90;4.327;4001-4500;Price;Long distance charges
4592-IWTJI;1;Q3;1;1;Churned;Yes;1;84;81-90;2.613;2501-3000;Attitude;Attitude of support person
6518-LGAOV;1;Q3;1;1;Churned;Yes;1;92;91-100;2.341;2000-2500;Other;Don't know
7242-QZLXF;1;Q3;2;2;Churned;Yes;1;91;91-100;5.421;5001-5500;Competitor;Competitor made better offer
9600-NAXZN;1;Q3;1;1;Churned;Yes;1;90;81-90;3.370;3001-3500;Competitor;Competitor made better offer
6457-USBER;1;Q3;3;3;Churned;Yes;1;90;81-90;4.424;4001-4500;Competitor;Competitor made better offer
1465-VINDH;1;Q3;3;3;Churned;Yes;1;78;71-80;3.596;3501-4000;Competitor;Competitor offered higher download speeds
9412-ARGBX;1;Q3;2;2;Churned;Yes;1;90;81-90;2.459;2000-2500;Competitor;Competitor made better offer
8182-PNAGI;1;Q3;1;1;Churned;Yes;1;67;61-70;3.624;3501-4000;Price;Extra data charges
7839-QRKXN;1;Q3;1;1;Churned;Yes;1;69;61-70;4.197;4001-4500;Price;Long distance charges
4078-SAYYN;1;Q3;2;2;Churned;Yes;1;65;61-70;2.229;2000-2500;Price;Long distance charges
9079-YEXQJ;1;Q3;1;1;Churned;Yes;1;93;91-100;5.527;5501-6000;Dissatisfaction;Product dissatisfaction
7603-USHJS;1;Q3;3;3;Churned;Yes;1;78;71-80;2.010;2000-2500;Attitude;Attitude of support person
3085-QUOZK;1;Q3;3;3;Churned;Yes;1;76;71-80;3.238;3001-3500;Attitude;Attitude of service provider
8267-ZNYVZ;1;Q3;1;1;Churned;Yes;1;81;81-90;3.824;3501-4000;Attitude;Attitude of service provider
5570-PTWEH;1;Q3;2;2;Churned;Yes;1;78;71-80;2.270;2000-2500;Attitude;Attitude of support person
0032-PGELS;1;Q3;1;1;Churned;Yes;1;74;71-80;5.171;5001-5500;Attitude;Attitude of service provider
4745-LSPLO;1;Q3;2;2;Churned;Yes;1;84;81-90;3.731;3501-4000;Attitude;Attitude of support person
2108-XWMPY;1;Q3;1;1;Churned;Yes;1;70;61-70;2.095;2000-2500;Other;Moved
6304-IJFSQ;1;Q3;3;3;Churned;Yes;1;73;71-80;5.585;5501-6000;Other;Moved
0093-XWZFY;1;Q3;1;1;Churned;Yes;1;93;91-100;2.832;2501-3000;Competitor;Competitor had better devices
1699-HPSBG;1;Q3;3;3;Churned;Yes;1;69;61-70;4.581;4501-5000;Competitor;Competitor offered higher download speeds
3841-NFECX;1;Q3;4;4;Stayed;No;0;38;31-40;5.309;5001-5500;;
6575-SUVOI;1;Q3;4;4;Stayed;No;0;25;21-30;3.154;3001-3500;;
0191-ZHSKZ;1;Q3;4;4;Stayed;No;0;55;51-60;3.033;3001-3500;;
3146-MSEGF;1;Q3;3;3;Stayed;No;0;8;0-10;6.102;6001-6500;;
1131-QQZEB;1;Q3;3;3;Stayed;No;0;52;51-60;4.329;4001-4500;;
0221-WMXNQ;1;Q3;3;3;Stayed;No;0;40;31-40;4.033;4001-4500;;
3167-SNQPL;1;Q3;5;5;Stayed;No;0;78;71-80;4.036;4001-4500;;
2739-CACDQ;1;Q3;4;4;Stayed;No;0;26;21-30;3.754;3501-4000;;
2055-SIFSS;1;Q3;3;3;Stayed;No;0;24;21-30;4.763;4501-5000;;
5760-WRAHC;1;Q3;3;3;Stayed;No;0;32;31-40;3.509;3501-4000;;
6705-LXORM;1;Q3;4;4;Stayed;No;0;24;21-30;2.064;2000-2500;;
0356-OBMAC;1;Q3;3;3;Stayed;No;0;45;41-50;5.840;5501-6000;;
6030-REHUX;1;Q3;4;4;Stayed;No;0;58;51-60;3.906;3501-4000;;
7134-MJPDY;1;Q3;3;3;Stayed;No;0;40;31-40;5.569;5501-6000;;
6797-UCJHZ;1;Q3;3;3;Stayed;No;0;27;21-30;5.722;5501-6000;;
4908-XAXAY;1;Q3;4;4;Stayed;No;0;30;21-30;5.982;5501-6000;;
2123-AGEEN;1;Q3;3;3;Stayed;No;0;38;31-40;2.107;2000-2500;;
